# SUBTLEX-US word frequencies (Brysbaert & New 2009; Zipf scale per Van Heuven et al. 2014)
# word	zipf	dominant_part_of_speech
chiseled	2.593	Verb
choctaw	2.593	Verb
choirs	2.593	Noun
choosers	2.593	Noun
climbers	2.593	Noun
clogging	2.593	Verb
coated	2.593	Verb
cogs	2.593	Noun
comely	2.593	Adjective
comer	2.593	Noun
coopers	2.593	Name
cossack	2.593	Noun
crag	2.593	Noun
cremate	2.593	Verb
crips	2.593	Noun
culvert	2.593	Noun
cuticle	2.593	Noun
dabs	2.593	Noun
dagon	2.593	Noun
dallis	2.593	Name
daric	2.593	Name
dateless	2.593	Adjective
deary	2.593	Noun
defiled	2.593	Verb
defraud	2.593	Verb
dialled	2.593	Verb
differs	2.593	Verb
dilute	2.593	Verb
dimple	2.593	Noun
dividend	2.593	Noun
doctoral	2.593	Adjective
doli	2.593	Noun
dozer	2.593	Noun
draped	2.593	Verb
drummers	2.593	Noun
earshot	2.593	Noun
ebbets	2.593	Name
ecuador	2.593	Name
eggheads	2.593	Noun
elysian	2.593	Adjective
enchant	2.593	Verb
ennui	2.593	Noun
equinox	2.593	Noun
equips	2.593	Verb
eroding	2.593	Adjective
escalade	2.593	Name
esoteric	2.593	Adjective
ethereal	2.593	Adjective
ethyl	2.593	Noun
excelled	2.593	Verb
excusing	2.593	Verb
exorcise	2.593	Verb
fam	2.593	Noun
fatally	2.593	Adverb
favela	2.593	Noun
faxing	2.593	Verb
fennig	2.593	Name
feuding	2.593	Verb
flicking	2.593	Verb
flopped	2.593	Verb
flopping	2.593	Verb
fodder	2.593	Noun
foiled	2.593	Verb
footsie	2.593	Noun
freya	2.593	Name
frills	2.593	Noun
fuji	2.593	Name
funnies	2.593	Noun
furnaces	2.593	Noun
gaily	2.593	Adverb
gambit	2.593	Noun
gayest	2.593	Adjective
gecko	2.593	Noun
gimpy	2.593	Adjective
giulio	2.593	Name
giveth	2.593	Verb
glitters	2.593	Noun
glorify	2.593	Verb
gnaw	2.593	Verb
goblet	2.593	Noun
goodly	2.593	Adjective
grandmas	2.593	Noun
greenly	2.593	Name
grimoire	2.593	Noun
gripped	2.593	Verb
grout	2.593	Noun
gunners	2.593	Noun
hardens	2.593	Verb
hawker	2.593	Name
hazen	2.593	Name
hiked	2.593	Verb
hocus	2.593	Noun
homeys	2.593	Noun
horsy	2.593	Noun
hummus	2.593	Noun
humped	2.593	Verb
humph	2.593	Noun
hyperion	2.593	Noun
hypoxic	2.593	Adjective
icebergs	2.593	Noun
icicles	2.593	Noun
idolized	2.593	Verb
imprints	2.593	Noun
incline	2.593	Noun
inherits	2.593	Verb
isolde	2.593	Noun
italians	2.593	Noun
jaunt	2.593	Noun
jerkin	2.593	Noun
keenly	2.593	Adverb
kendo	2.593	Noun
kerchief	2.593	Noun
khakis	2.593	Noun
kiln	2.593	Noun
kippers	2.593	Noun
knave	2.593	Noun
knelt	2.593	Verb
kronos	2.593	Name
latched	2.593	Verb
leadin	2.593	Noun
ledgers	2.593	Noun
levers	2.593	Noun
levity	2.593	Noun
libra	2.593	Name
liquored	2.593	Verb
loaning	2.593	Verb
lodgings	2.593	Noun
lotions	2.593	Noun
loused	2.593	Verb
lute	2.593	Noun
macabre	2.593	Adjective
madwoman	2.593	Noun
mallard	2.593	Noun
marinate	2.593	Verb
marita	2.593	Name
matchbox	2.593	Noun
mated	2.593	Verb
melanoma	2.593	Noun
mendel	2.593	Name
meng	2.593	Name
merc	2.593	Noun
milkmaid	2.593	Noun
mites	2.593	Noun
mizzen	2.593	Adjective
molds	2.593	Noun
molting	2.593	Verb
monteith	2.593	Name
moonshee	2.593	Name
mopped	2.593	Verb
mora	2.593	Name
muntz	2.593	Name
mustered	2.593	Verb
mythic	2.593	Adjective
nags	2.593	Noun
neater	2.593	Adjective
newbie	2.593	Noun
nitrates	2.593	Noun
normans	2.593	Name
nozzle	2.593	Noun
nutrient	2.593	Noun
oaths	2.593	Noun
occupies	2.593	Verb
ogle	2.593	Verb
operandi	2.593	Noun
oslo	2.593	Name
outdid	2.593	Verb
outlast	2.593	Verb
overturn	2.593	Verb
oyez	2.593	Verb
paddies	2.593	Noun
panics	2.593	Verb
peng	2.593	Name
pensive	2.593	Adjective
phu	2.593	Name
pied	2.593	Adjective
pino	2.593	Noun
placate	2.593	Verb
platters	2.593	Noun
pledging	2.593	Verb
plethora	2.593	Noun
plows	2.593	Noun
poly	2.593	Noun
polygamy	2.593	Noun
portside	2.593	Noun
postmark	2.593	Noun
prat	2.593	Noun
prattle	2.593	Noun
pres	2.593	Noun
prim	2.593	Adjective
prowlers	2.593	Noun
quacks	2.593	Noun
quieted	2.593	Verb
quotas	2.593	Noun
racially	2.593	Adverb
raged	2.593	Verb
ragging	2.593	Noun
raked	2.593	Verb
ratcher	2.593	Name
rebelled	2.593	Verb
redcoats	2.593	Noun
reddy	2.593	Name
redeemer	2.593	Noun
ree	2.593	Noun
refunds	2.593	Noun
regains	2.593	Verb
relaying	2.593	Verb
repress	2.593	Verb
requiem	2.593	Noun
resumed	2.593	Verb
retching	2.593	Verb
retreats	2.593	Noun
rifling	2.593	Verb
ritzy	2.593	Adjective
riveted	2.593	Verb
robins	2.593	Noun
romping	2.593	Verb
roping	2.593	Verb
rotated	2.593	Verb
ruffin	2.593	Noun
rusting	2.593	Verb
sabes	2.593	Noun
sabina	2.593	Name
salutes	2.593	Verb
salvo	2.593	Noun
sandbag	2.593	Verb
scalded	2.593	Adjective
scorcher	2.593	Noun
scotches	2.593	Noun
sculpt	2.593	Verb
scut	2.593	Noun
seeping	2.593	Verb
seminal	2.593	Adjective
setter	2.593	Noun
shackled	2.593	Verb
shards	2.593	Noun
sharps	2.593	Name
shoji	2.593	Name
shrank	2.593	Verb
shuffled	2.593	Verb
sicken	2.593	Adjective
sinning	2.593	Verb
sizzler	2.593	Name
skee	2.593	Name
slated	2.593	Verb
slink	2.593	Verb
smirking	2.593	Verb
sobering	2.593	Adjective
sodomy	2.593	Noun
softest	2.593	Adjective
sorriest	2.593	Adjective
spans	2.593	Verb
spewing	2.593	Verb
splurge	2.593	Verb
spurt	2.593	Noun
squab	2.593	Noun
sta	2.593	Noun
stalkers	2.593	Noun
stasis	2.593	Noun
stresses	2.593	Noun
stretchy	2.593	Adjective
strewn	2.593	Verb
strom	2.593	Name
stucco	2.593	Noun
stupor	2.593	Noun
sturgeon	2.593	Noun
sty	2.593	Noun
succumb	2.593	Verb
surat	2.593	Name
surges	2.593	Noun
sutler	2.593	Name
swedes	2.593	Noun
swizzle	2.593	Noun
swooping	2.593	Verb
taffeta	2.593	Noun
tain	2.593	#N/A
tangent	2.593	Noun
tarnish	2.593	Verb
taters	2.593	Noun
tave	2.593	Verb
teats	2.593	Noun
telford	2.593	Name
temps	2.593	Noun
texans	2.593	Noun
thereto	2.593	Adverb
thinning	2.593	Verb
thins	2.593	Verb
thrush	2.593	Noun
ticktock	2.593	Verb
tidbits	2.593	Noun
tonkin	2.593	Name
tooling	2.593	Verb
tooting	2.593	Verb
toppings	2.593	Noun
trashcan	2.593	Noun
tripoli	2.593	Name
trudging	2.593	Verb
tsar	2.593	Noun
tutors	2.593	Noun
twits	2.593	Noun
twixt	2.593	Noun
unnerved	2.593	Verb
upheld	2.593	Verb
upstage	2.593	Verb
variance	2.593	Noun
veils	2.593	Noun
vesuvius	2.593	Name
walkway	2.593	Noun
waltzed	2.593	Verb
wampum	2.593	Noun
wendigo	2.593	Noun
whooped	2.593	Verb
wigging	2.593	Verb
willes	2.593	Name
wort	2.593	Noun
wren	2.593	Name
wrigley	2.593	Name
wussy	2.593	Adjective
yarmulke	2.593	Noun
yom	2.593	Unclassified
yule	2.593	Noun
ziggurat	2.593	Noun
zippy	2.593	Adjective
abductor	2.571	Noun
abound	2.571	Verb
abrasion	2.571	Noun
absentee	2.571	Noun
alerting	2.571	Verb
alkali	2.571	Noun
amply	2.571	Adverb
annuity	2.571	Noun
aprons	2.571	Noun
aquila	2.571	Name
arranges	2.571	Verb
arriba	2.571	Noun
aught	2.571	Pronoun
azaleas	2.571	Noun
bandy	2.571	Adjective
barbell	2.571	Noun
bared	2.571	Verb
barked	2.571	Verb
barrack	2.571	Noun
barret	2.571	Verb
barrows	2.571	Name
basking	2.571	Verb
bassinet	2.571	Noun
baste	2.571	Verb
bastion	2.571	Noun
bedded	2.571	Verb
beech	2.571	Noun
bidet	2.571	Noun
birdseed	2.571	Noun
bitters	2.571	Noun
blesses	2.571	Verb
blocker	2.571	Noun
bloomer	2.571	Noun
bluejay	2.571	Verb
blunts	2.571	Verb
booed	2.571	Verb
boorish	2.571	Adjective
boozer	2.571	Noun
boozing	2.571	Verb
botswana	2.571	Name
boughs	2.571	Noun
braided	2.571	Verb
breeders	2.571	Noun
brimming	2.571	Verb
buckling	2.571	Verb
buffing	2.571	Verb
bunking	2.571	Verb
buoyancy	2.571	Noun
caption	2.571	Noun
carat	2.571	Noun
carrion	2.571	Noun
caskets	2.571	Noun
chakra	2.571	Unclassified
charted	2.571	Verb
chasm	2.571	Noun
chiltern	2.571	Adjective
churned	2.571	Verb
cienega	2.571	Name
cissy	2.571	Name
clawed	2.571	Verb
clearest	2.571	Adjective
clocking	2.571	Verb
clunky	2.571	Adjective
coasts	2.571	Noun
cockney	2.571	Adjective
coddle	2.571	Verb
commuted	2.571	Verb
coolness	2.571	Noun
covertly	2.571	Adverb
crepes	2.571	Noun
croaker	2.571	Noun
croaks	2.571	Verb
culp	2.571	Name
cuteness	2.571	Noun
cutlery	2.571	Noun
cutlet	2.571	Noun
damocles	2.571	Name
debtors	2.571	Noun
decoding	2.571	Verb
demean	2.571	Verb
deputize	2.571	Verb
detects	2.571	Verb
dietary	2.571	Adjective
dinar	2.571	Noun
directs	2.571	Verb
doesnt	2.571	#N/A
domicile	2.571	Noun
doodling	2.571	Verb
dragnet	2.571	Noun
dribbles	2.571	Verb
droning	2.571	Verb
druggie	2.571	Noun
drugging	2.571	Verb
druids	2.571	Noun
durable	2.571	Adjective
earner	2.571	Noun
eases	2.571	Verb
ebb	2.571	Noun
effected	2.571	Verb
elation	2.571	Noun
elks	2.571	Name
embalmer	2.571	Noun
emits	2.571	Verb
escapade	2.571	Noun
eventful	2.571	Adjective
examines	2.571	Verb
exhumed	2.571	Verb
exposes	2.571	Verb
eyesore	2.571	Noun
facedown	2.571	Noun
facets	2.571	Noun
fen	2.571	Noun
fervent	2.571	Adjective
fidgety	2.571	Adjective
flamenco	2.571	Noun
flayed	2.571	Verb
fleets	2.571	Noun
flippant	2.571	Adjective
flocks	2.571	Noun
florin	2.571	Noun
footnote	2.571	Noun
foreskin	2.571	Noun
frailty	2.571	Noun
freer	2.571	Adjective
frigate	2.571	Noun
frizzy	2.571	Adjective
frowns	2.571	Noun
fuelled	2.571	Verb
gaius	2.571	Name
gams	2.571	Noun
gendarme	2.571	Noun
gipper	2.571	Noun
girlies	2.571	Noun
giron	2.571	Name
gladrags	2.571	Noun
glassy	2.571	Adjective
globes	2.571	Noun
gluttony	2.571	Noun
gnawed	2.571	Verb
goethe	2.571	Name
goings	2.571	Noun
gouging	2.571	Verb
goy	2.571	Noun
graced	2.571	Verb
gratis	2.571	Adverb
grecian	2.571	Adjective
griddle	2.571	Noun
griffins	2.571	Name
grille	2.571	Noun
grinds	2.571	Verb
grunge	2.571	Noun
gumshoe	2.571	Noun
guppy	2.571	Noun
hairpin	2.571	Noun
halted	2.571	Verb
hangings	2.571	Noun
harbored	2.571	Verb
hardtop	2.571	Noun
harmonia	2.571	Name
healers	2.571	Noun
heretics	2.571	Noun
herewith	2.571	Adverb
hissy	2.571	Adjective
hobble	2.571	Verb
hocked	2.571	Verb
honed	2.571	Verb
hoodoo	2.571	Noun
hosed	2.571	Verb
hovered	2.571	Verb
huck	2.571	Name
hunks	2.571	Noun
ibm	2.571	Name
immodest	2.571	Adjective
impacts	2.571	Noun
impunity	2.571	Noun
inedible	2.571	Adjective
inert	2.571	Adjective
infancy	2.571	Noun
infusion	2.571	Noun
inter	2.571	Adjective
irs	2.571	Noun
jacko	2.571	Name
jellies	2.571	Noun
jerries	2.571	Name
jibe	2.571	Verb
jollies	2.571	Verb
joshing	2.571	Verb
julep	2.571	Noun
kabuki	2.571	Noun
kennels	2.571	Noun
kerb	2.571	Noun
keystone	2.571	Noun
kiddy	2.571	Adjective
kinfolk	2.571	Noun
kitsch	2.571	Noun
labelled	2.571	Verb
labors	2.571	Noun
latinos	2.571	Noun
latrines	2.571	Noun
latvian	2.571	Adjective
leapfrog	2.571	Verb
liberia	2.571	Name
lifespan	2.571	Noun
lino	2.571	Noun
loca	2.571	Noun
locky	2.571	Name
loin	2.571	Noun
magma	2.571	Noun
manana	2.571	Noun
marksmen	2.571	Noun
masking	2.571	Noun
massing	2.571	Verb
meaty	2.571	Adjective
mediums	2.571	Noun
meridian	2.571	Noun
millard	2.571	Name
mimosa	2.571	Noun
minas	2.571	Name
mindset	2.571	Noun
moloch	2.571	Noun
morose	2.571	Adjective
mourned	2.571	Verb
muddled	2.571	Adjective
murals	2.571	Noun
nativity	2.571	Noun
naturals	2.571	Noun
neatness	2.571	Noun
negate	2.571	Verb
netting	2.571	Noun
nob	2.571	Name
numbness	2.571	Noun
oakwood	2.571	Name
oboe	2.571	Noun
och	2.571	Interjection
oki	2.571	Name
okie	2.571	Noun
olla	2.571	Name
omitted	2.571	Verb
outposts	2.571	Noun
ouzo	2.571	Noun
overheat	2.571	Verb
overshot	2.571	Verb
overwork	2.571	Verb
pacha	2.571	Noun
panning	2.571	Verb
pastels	2.571	Noun
pathogen	2.571	Noun
peerless	2.571	Adjective
peruse	2.571	Verb
pewter	2.571	Noun
phobias	2.571	Noun
phylon	2.571	Noun
pineal	2.571	Adjective
pirating	2.571	Verb
plumes	2.571	Noun
pocus	2.571	Noun
pointe	2.571	Name
poisoner	2.571	Noun
polarity	2.571	Noun
politic	2.571	Adjective
polonius	2.571	Name
poolroom	2.571	Noun
porpoise	2.571	Noun
prodding	2.571	Verb
profess	2.571	Verb
progeny	2.571	Noun
prolific	2.571	Adjective
protons	2.571	Noun
psalms	2.571	Noun
pubs	2.571	Noun
puget	2.571	Name
punishes	2.571	Verb
purebred	2.571	Adjective
pylons	2.571	Noun
raunchy	2.571	Noun
ravings	2.571	Noun
rector	2.571	Noun
redskins	2.571	Noun
reflux	2.571	Noun
remarked	2.571	Verb
resupply	2.571	Adverb
retains	2.571	Verb
ribbed	2.571	Adjective
riser	2.571	Noun
roadster	2.571	Noun
roche	2.571	Name
rout	2.571	Noun
rutabaga	2.571	Noun
sabra	2.571	Name
scabby	2.571	Adjective
scalpels	2.571	Noun
scissor	2.571	Verb
scoured	2.571	Verb
septum	2.571	Noun
shabbat	2.571	Noun
shapely	2.571	Adjective
sheared	2.571	Verb
shiatsu	2.571	Noun
shriver	2.571	Name
sickens	2.571	Noun
sikes	2.571	Name
simp	2.571	Noun
slimming	2.571	Verb
sloping	2.571	Adjective
slote	2.571	Name
slowpoke	2.571	Verb
slurs	2.571	Noun
snacking	2.571	Verb
snappish	2.571	Adjective
snipe	2.571	Noun
snorted	2.571	Verb
socko	2.571	Noun
sordo	2.571	Name
sparking	2.571	Verb
staunch	2.571	Adjective
steppe	2.571	Noun
stereos	2.571	Noun
stetson	2.571	Name
stewing	2.571	Verb
stogie	2.571	Noun
stubble	2.571	Noun
suckling	2.571	Verb
suez	2.571	Name
sulfuric	2.571	Adjective
sunbeam	2.571	Noun
surmise	2.571	Verb
surpass	2.571	Verb
swarmed	2.571	Verb
swatch	2.571	Noun
syntax	2.571	Noun
tactile	2.571	Adjective
taketh	2.571	Verb
talky	2.571	Adjective
tandem	2.571	Noun
telecast	2.571	Noun
telltale	2.571	Noun
tendons	2.571	Noun
teng	2.571	Name
tilden	2.571	Noun
tobe	2.571	Name
toned	2.571	Verb
tonga	2.571	Name
tonsil	2.571	Noun
totals	2.571	Noun
tou	2.571	Noun
truant	2.571	Adjective
tuan	2.571	Name
tulle	2.571	Noun
tumbler	2.571	Noun
udders	2.571	Noun
ulna	2.571	Noun
ump	2.571	Verb
unbuckle	2.571	Verb
unearth	2.571	Verb
unleaded	2.571	Adjective
unloved	2.571	Adjective
untoward	2.571	Adjective
unwashed	2.571	Adjective
uproot	2.571	Verb
upwind	2.571	Noun
uterine	2.571	Adjective
vaporize	2.571	Verb
vapors	2.571	Noun
venner	2.571	Name
visita	2.571	Name
voiced	2.571	Verb
waivers	2.571	Noun
waked	2.571	Verb
wands	2.571	Noun
weeding	2.571	Verb
weirdly	2.571	Adverb
wets	2.571	Verb
whirs	2.571	Verb
whitest	2.571	Adjective
whither	2.571	Adverb
winded	2.571	Verb
wiry	2.571	Adjective
wolfman	2.571	Noun
woodman	2.571	Name
woodrow	2.571	Name
wounding	2.571	Verb
wrangle	2.571	Verb
yemen	2.571	Name
yoghurt	2.571	Noun
zant	2.571	Name
zimbabwe	2.571	Name
zoned	2.571	Verb
zowie	2.571	Noun
aberdeen	2.547	Name
adonai	2.547	Noun
affirm	2.547	Verb
aflame	2.547	Adjective
ageing	2.547	Adjective
airmail	2.547	Noun
alamos	2.547	Name
alarmist	2.547	Noun
allay	2.547	Verb
ankh	2.547	Noun
apropos	2.547	Adverb
aqueduct	2.547	Noun
aright	2.547	Adverb
artsy	2.547	Adjective
avis	2.547	Name
awakes	2.547	Verb
backlog	2.547	Noun
bailiffs	2.547	Noun
baited	2.547	Verb
bally	2.547	Adverb
barbary	2.547	Adjective
barbies	2.547	Noun
baseless	2.547	Adjective
benders	2.547	Noun
benn	2.547	Name
billet	2.547	Noun
bish	2.547	Noun
bison	2.547	Noun
blazed	2.547	Verb
blighter	2.547	Noun
blower	2.547	Noun
bonk	2.547	Verb
booklets	2.547	Noun
boonies	2.547	Noun
boosting	2.547	Verb
bovver	2.547	Name
brags	2.547	Verb
bromo	2.547	Noun
bronzed	2.547	Adjective
bugles	2.547	Noun
bungling	2.547	Adjective
burbs	2.547	Noun
burly	2.547	Adjective
busters	2.547	Noun
buttery	2.547	Noun
buttock	2.547	Noun
bytes	2.547	Noun
cai	2.547	Name
calypso	2.547	Noun
cantor	2.547	Name
caressed	2.547	Verb
carlino	2.547	Name
carload	2.547	Noun
causeway	2.547	Noun
cav	2.547	Noun
caveat	2.547	Noun
celeb	2.547	Noun
chalked	2.547	Verb
chanted	2.547	Verb
charting	2.547	Verb
cheerios	2.547	Noun
clatters	2.547	Verb
clincher	2.547	Noun
cline	2.547	Name
clotted	2.547	Verb
codex	2.547	Noun
coldness	2.547	Noun
collard	2.547	Noun
coombe	2.547	Name
corsets	2.547	Noun
craw	2.547	Noun
crier	2.547	Noun
cronies	2.547	Noun
cruelest	2.547	Adjective
crumpet	2.547	Noun
cryonics	2.547	Noun
curlers	2.547	Noun
cutback	2.547	Noun
cypher	2.547	Noun
dateline	2.547	Name
dauphine	2.547	Name
debonair	2.547	Adjective
decrees	2.547	Noun
decrypt	2.547	Verb
defaced	2.547	Verb
defile	2.547	Verb
defunct	2.547	Adjective
derriere	2.547	Noun
dialects	2.547	Noun
diddly	2.547	Adverb
didst	2.547	Verb
dil	2.547	Name
dilly	2.547	Adverb
dimmer	2.547	Noun
disarray	2.547	Noun
discern	2.547	Verb
discrete	2.547	Adjective
dons	2.547	Noun
droop	2.547	Verb
druid	2.547	Noun
drumlin	2.547	Name
drummed	2.547	Verb
dullest	2.547	Adjective
dwells	2.547	Verb
dyslexic	2.547	Adjective
earlobe	2.547	Noun
earmuffs	2.547	Noun
earthman	2.547	Noun
edgewise	2.547	Adjective
effendi	2.547	Verb
electro	2.547	Adjective
enamored	2.547	Verb
enclose	2.547	Verb
epaulets	2.547	Noun
epsilon	2.547	Noun
equip	2.547	Verb
erasers	2.547	Noun
erases	2.547	Verb
eris	2.547	Name
eyelid	2.547	Noun
fafnir	2.547	Noun
faggy	2.547	Adjective
faints	2.547	Verb
familia	2.547	Noun
fanned	2.547	Verb
feminism	2.547	Noun
filament	2.547	Noun
flasher	2.547	Noun
flinging	2.547	Verb
flowered	2.547	Adjective
focuses	2.547	Verb
fostered	2.547	Verb
foy	2.547	Name
fresco	2.547	Noun
frittata	2.547	Noun
fruition	2.547	Noun
furies	2.547	Noun
gaffer	2.547	Noun
gaslight	2.547	Noun
gazelles	2.547	Noun
geared	2.547	Verb
gefilte	2.547	Noun
geir	2.547	Noun
ghana	2.547	Name
gib	2.547	Name
gigolos	2.547	Noun
glam	2.547	Adjective
gliders	2.547	Noun
glimpses	2.547	Noun
gored	2.547	Verb
grafts	2.547	Noun
gratin	2.547	Noun
grimace	2.547	Noun
grump	2.547	Noun
grundy	2.547	Noun
harken	2.547	Name
hassles	2.547	Noun
hedging	2.547	Verb
hemp	2.547	Noun
henchman	2.547	Noun
herding	2.547	Verb
het	2.547	Verb
hickeys	2.547	Noun
highbrow	2.547	Adjective
hikes	2.547	Noun
hoedown	2.547	Noun
holla	2.547	Noun
honing	2.547	Verb
horning	2.547	Name
houseman	2.547	Name
humoring	2.547	Verb
hunker	2.547	Noun
imam	2.547	Noun
impale	2.547	Verb
implode	2.547	Verb
induces	2.547	Verb
ingrown	2.547	Adjective
inhibit	2.547	Verb
invades	2.547	Verb
jangle	2.547	Noun
jeweller	2.547	Noun
jobless	2.547	Adjective
jogs	2.547	Verb
johnnies	2.547	Name
joiner	2.547	Noun
justly	2.547	Adverb
kana	2.547	Name
kath	2.547	Name
khmer	2.547	Name
kidnaps	2.547	Verb
kippur	2.547	Unclassified
knocker	2.547	Noun
koran	2.547	Noun
ladyfish	2.547	Noun
lazar	2.547	Name
letdown	2.547	Noun
limeys	2.547	Noun
lind	2.547	Name
lingered	2.547	Verb
lioness	2.547	Noun
literate	2.547	Adjective
lobbying	2.547	Verb
locus	2.547	Noun
logos	2.547	Noun
loons	2.547	Noun
looping	2.547	Verb
lorel	2.547	Noun
lyn	2.547	Name
malay	2.547	Adjective
mamba	2.547	Name
martyred	2.547	Verb
matinees	2.547	Noun
maximus	2.547	Noun
mayans	2.547	Noun
mellowed	2.547	Verb
memorise	2.547	Verb
meowing	2.547	Verb
mettle	2.547	Noun
mickeys	2.547	Name
migrated	2.547	Verb
mir	2.547	Name
mixers	2.547	Noun
mobsters	2.547	Noun
mong	2.547	Name
monotony	2.547	Noun
munger	2.547	Name
niblick	2.547	Noun
nods	2.547	Noun
nom	2.547	Noun
nordic	2.547	Adjective
obliging	2.547	Adjective
oda	2.547	Name
odors	2.547	Noun
oeuvre	2.547	Noun
offbeat	2.547	Adjective
oilers	2.547	Name
okeydoke	2.547	Verb
onyx	2.547	Noun
outgrew	2.547	Verb
outlying	2.547	Adjective
ovarian	2.547	Adjective
overbite	2.547	Noun
paddock	2.547	Noun
palooka	2.547	Noun
pangs	2.547	Noun
panned	2.547	Verb
peele	2.547	Name
peering	2.547	Verb
perils	2.547	Noun
persians	2.547	Noun
pests	2.547	Noun
piers	2.547	Noun
pinches	2.547	Verb
planchet	2.547	Verb
plexus	2.547	Noun
poach	2.547	Verb
poi	2.547	Noun
pompeii	2.547	Name
pon	2.547	Noun
poops	2.547	Verb
poppet	2.547	Noun
poppies	2.547	Noun
poser	2.547	Noun
posers	2.547	Noun
preed	2.547	Verb
preside	2.547	Verb
pried	2.547	Verb
pringle	2.547	Name
procured	2.547	Verb
profited	2.547	Verb
proverbs	2.547	Noun
pullings	2.547	Name
pulsars	2.547	Noun
pumper	2.547	Noun
pushcart	2.547	Noun
quell	2.547	Verb
quills	2.547	Noun
quotient	2.547	Noun
racists	2.547	Noun
racquet	2.547	Noun
rainfall	2.547	Noun
rales	2.547	Noun
rane	2.547	Name
rapido	2.547	Noun
rathole	2.547	Noun
rationed	2.547	Verb
rattrap	2.547	Noun
rea	2.547	Noun
reappear	2.547	Verb
rears	2.547	Verb
reattach	2.547	Verb
recesses	2.547	Noun
recited	2.547	Verb
remotes	2.547	Noun
revels	2.547	Verb
reverses	2.547	Verb
rewiring	2.547	Verb
rile	2.547	Verb
rivet	2.547	Verb
roared	2.547	Verb
rogues	2.547	Noun
roofer	2.547	Noun
rounder	2.547	Adjective
rumoured	2.547	Verb
runways	2.547	Noun
saddens	2.547	Verb
saintly	2.547	Adjective
savagely	2.547	Adverb
scaled	2.547	Verb
scammed	2.547	Verb
schmooze	2.547	Verb
schnook	2.547	Noun
scow	2.547	Noun
scripted	2.547	Verb
searcher	2.547	Noun
seduces	2.547	Verb
seepage	2.547	Noun
seidel	2.547	Name
sennett	2.547	Name
shipmate	2.547	Noun
shiv	2.547	Noun
shoplift	2.547	Verb
shorties	2.547	Noun
shorting	2.547	Verb
showman	2.547	Noun
shredder	2.547	Noun
shrike	2.547	Name
shrouded	2.547	Verb
sierras	2.547	Name
signage	2.547	Noun
silt	2.547	Noun
skinning	2.547	Verb
slanted	2.547	Verb
slattery	2.547	Name
slaw	2.547	Noun
smidge	2.547	Noun
snarls	2.547	Noun
sniffer	2.547	Noun
snubbed	2.547	Verb
soups	2.547	Noun
sown	2.547	Verb
specter	2.547	Noun
speller	2.547	Noun
stalag	2.547	Name
stave	2.547	Verb
stifling	2.547	Verb
stiletto	2.547	Noun
stosh	2.547	Name
strobe	2.547	Noun
strolls	2.547	Verb
struts	2.547	Noun
subvert	2.547	Verb
summat	2.547	Pronoun
surging	2.547	Verb
svengali	2.547	Noun
swirls	2.547	Noun
tailors	2.547	Noun
tangy	2.547	Adjective
tanny	2.547	Name
tasked	2.547	Verb
tay	2.547	Name
tec	2.547	Name
tenuous	2.547	Adjective
tester	2.547	Noun
theorem	2.547	Noun
thespian	2.547	Noun
thirdly	2.547	Adverb
thwart	2.547	Verb
tidbit	2.547	Noun
toddle	2.547	Verb
tootsies	2.547	Noun
tories	2.547	Noun
towkay	2.547	Verb
townie	2.547	Noun
trollop	2.547	Noun
trove	2.547	Noun
truancy	2.547	Noun
truss	2.547	Noun
tudor	2.547	Name
tutored	2.547	Verb
twitches	2.547	Noun
unix	2.547	Noun
unlocks	2.547	Verb
unsteady	2.547	Adjective
veered	2.547	Verb
verbatim	2.547	Adverb
verger	2.547	Name
vite	2.547	Noun
voyages	2.547	Noun
waif	2.547	Noun
wankers	2.547	Noun
wannabes	2.547	Noun
wares	2.547	Noun
warns	2.547	Verb
washers	2.547	Noun
webbed	2.547	Adjective
wedges	2.547	Noun
whacker	2.547	Noun
winery	2.547	Noun
wooded	2.547	Adjective
workable	2.547	Adjective
wracked	2.547	Verb
wreaths	2.547	Noun
wringing	2.547	Verb
wrinkly	2.547	Adjective
yachting	2.547	Noun
yean	2.547	Noun
yeshiva	2.547	Noun
yourn	2.547	Noun
zips	2.547	Verb
zoology	2.547	Noun
abuser	2.522	Noun
ached	2.522	Verb
achieves	2.522	Verb
adrenal	2.522	Adjective
airsick	2.522	Adjective
airy	2.522	Adjective
alfa	2.522	Name
alkaline	2.522	Adjective
alleging	2.522	Verb
amoeba	2.522	Noun
animala	2.522	Name
antacid	2.522	Noun
antiwar	2.522	Noun
araby	2.522	Noun
arid	2.522	Adjective
arising	2.522	Verb
arses	2.522	Noun
ascent	2.522	Noun
ashanti	2.522	Name
assists	2.522	Verb
asta	2.522	Name
atalanta	2.522	Noun
awash	2.522	Adjective
banque	2.522	Unclassified
barneys	2.522	Name
baroque	2.522	Noun
basher	2.522	Noun
bassoon	2.522	Noun
bathtubs	2.522	Noun
batons	2.522	Noun
beamer	2.522	Noun
bedpost	2.522	Noun
bedrock	2.522	Noun
beefed	2.522	Verb
beefy	2.522	Adjective
beery	2.522	Name
begat	2.522	Verb
beget	2.522	Verb
belching	2.522	Verb
bicep	2.522	Noun
biotech	2.522	Noun
blackest	2.522	Adjective
blacktop	2.522	Noun
blarney	2.522	Noun
blockers	2.522	Noun
boasts	2.522	Verb
bolster	2.522	Verb
